Seed_Type,Age_Weeks,Stage_Description,Avg_Height_in,Soil_Type,Fertilizer,Care_Instructions,Ready_to_Sell
Avocado,20,Pre-Grafting,14.64,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,21,Pre-Grafting,14.99,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,22,Grafting Ready,15.34,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,23,Grafting Ready,15.68,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,24,Grafting Ready,16.03,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,25,Grafting Ready,16.37,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,26,Market Preparation,16.72,Sandy Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Avocado,27,Market Ready,17.06,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,28,Market Ready,17.32,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,29,Market Ready,17.59,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,30,Market Ready,17.85,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,31,Market Ready,18.11,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,32,Market Ready,18.38,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,33,Market Ready,18.64,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,34,Market Ready,18.9,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,35,Market Ready,19.16,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,36,Over-Matured,19.43,Sandy Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Avocado,1,Seed Preparation,0.0,Clay Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Avocado,2,Germination,1.65,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Avocado,3,Germination,3.3,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Avocado,4,Cotyledon Stage,4.62,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Avocado,5,Cotyledon Stage,5.94,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Avocado,6,First True Leaves,7.26,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,7,First True Leaves,8.58,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,8,First True Leaves,9.9,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,9,Seedling Establishment,10.23,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,10,Seedling Establishment,10.55,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,11,Seedling Establishment,10.88,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,12,Vegetative Growth,11.2,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,13,Vegetative Growth,11.53,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,14,Vegetative Growth,11.85,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,15,Vegetative Growth,12.18,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,16,Vegetative Growth,12.51,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,17,Vegetative Growth,12.83,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,18,Pre-Grafting,13.16,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,19,Pre-Grafting,13.48,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,20,Pre-Grafting,13.81,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,21,Pre-Grafting,14.13,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,22,Grafting Ready,14.46,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,23,Grafting Ready,14.78,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,24,Grafting Ready,15.11,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,25,Grafting Ready,15.44,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,26,Market Preparation,15.76,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Avocado,27,Market Ready,16.09,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,28,Market Ready,16.34,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,29,Market Ready,16.58,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,30,Market Ready,16.83,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,31,Market Ready,17.08,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,32,Market Ready,17.32,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,33,Market Ready,17.57,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,34,Market Ready,17.82,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,35,Market Ready,18.07,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,36,Over-Matured,18.31,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Avocado,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Avocado,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Avocado,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Avocado,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Avocado,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Avocado,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Avocado,9,Seedling Establishment,11.47,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,10,Seedling Establishment,11.83,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,11,Seedling Establishment,12.2,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Avocado,12,Vegetative Growth,12.56,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,13,Vegetative Growth,12.93,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,14,Vegetative Growth,13.29,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,15,Vegetative Growth,13.66,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,16,Vegetative Growth,14.02,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,17,Vegetative Growth,14.39,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Avocado,18,Pre-Grafting,14.75,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,19,Pre-Grafting,15.12,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,20,Pre-Grafting,15.48,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,21,Pre-Grafting,15.85,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Avocado,22,Grafting Ready,16.21,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,23,Grafting Ready,16.58,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,24,Grafting Ready,16.94,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,25,Grafting Ready,17.31,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Avocado,26,Market Preparation,17.67,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Avocado,27,Market Ready,18.04,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,28,Market Ready,18.32,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,29,Market Ready,18.59,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,30,Market Ready,18.87,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,31,Market Ready,19.15,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,32,Market Ready,19.43,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,33,Market Ready,19.7,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,34,Market Ready,19.98,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,35,Market Ready,20.26,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Avocado,36,Over-Matured,20.54,Silty Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Cacao,1,Seed Preparation,0.0,Loam Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Cacao,2,Germination,2.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Cacao,3,Germination,4.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Cacao,4,Cotyledon Stage,5.6,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Cacao,5,Cotyledon Stage,7.2,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Cacao,6,First True Leaves,8.8,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Cacao,7,First True Leaves,10.4,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Cacao,8,First True Leaves,12.0,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Cacao,9,Seedling Establishment,12.3,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Cacao,10,Seedling Establishment,12.6,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Cacao,11,Seedling Establishment,12.9,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
